match_id,match_date,home,away,home_poss,away_poss,home_manager,home_gender,home_date,home_city,home_style,home_tactics,away_manager,away_gender,away_date,away_city,away_style,away_tactics,venue,attendance,city,referee,ar1,ar2,fourth,var,league,gender,season,referee_cert,ar1_cert,ar2_cert,fourth_cert,var_cert
8ed0d2b7,2022-08-26 22:00,Betis,Osasuna,55.0,45.0,Manuel Pellegrini,Male,09/16/1953,"Santiago, Chile",Táctico,4-2-3-1,Jagoba Arrasate,Male,03/12/1978,"Berriatua, España",Ofensivo,4-3-3,Estadio Benito Villamarín,52580.0,"Sevilla, España",Juan Martínez,Miguel Martínez,Joan Méndez,José García,David Medié,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,,FIFA Elite Referee Certification
8eecfe5a,2021-12-18 16:15,Real Sociedad,Villarreal,40.0,60.0,Imanol Alguacil,Male,04/22/1971,"Orio, España",Ofensivo,4-3-3,Unai Emery,Male,11/03/1971,"Hondarribia, España",Pragmático,4-2-3-1,Estadio Municipal de Anoeta,29679.0,"San Sebastián, España",Jorge Figueroa,Guadalupe Porras,Álvaro Carreño,Alberto Fuente Martín,Ignacio Iglesias,La Liga,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation
8f07975b,2022-02-05 20:30,Girona,Ponferradina,50.0,50.0,Michel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Bolo,Male,10/28/1970,"Oviedo, España",Pragmático,4-2-3-1,Estadi Municipal de Montilivi,5675.0,"Girona, España",Rafael Sánchez,Moisés Mateo,Adrián Díaz,Luis Bestard Servera,Dámaso Arcediano,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification
8f2afe45,2023-09-24 16:15,Oviedo,Valladolid,50.0,50.0,Luis Carrión,Male,07/26/1978,"Barcelona, España",Pragmático,4-4-2,Paulo Pezzolano,Male,11/26/1982,"Montevideo, Uruguay",Ofensivo,4-2-3-1,Estadio Carlos Tartiere,16955.0,"Oviedo, España",Jon González,Aitor Moleón,Cino-Angel Ramos,Gorka Etayo Herrera,Aitor Gorostegui,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,
8f2c26c1,2024-02-18 14:00,Rayo Vallecano,Real Madrid,,,,,,,,,,,,,,,Estadio del Rayo Vallecano,14354.0,"Madrid, España",,,,,,La Liga,Male,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
8f42d899,2023-09-17 14:00,Amorebieta,CD Mirandés,42.0,58.0,Haritz Mújika,Male,02/28/1983,"Zarautz, España",Táctico,4-2-3-1,Alessio Lisci,Male,11/24/1974,"Livorno, Italia",Táctico,4-2-3-1,Instalaciones de Lezama Campo 2,1248.0,"Lezama, España",Daniel Trujillo,Fernando Estela,Ricardo Landrove,Carlos Fernández Buergo,David Gálvez,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,AFC Master Referee Certification,UEFA Pro Referee License
8f45956a,2022-12-12 21:00,Alavés,Levante,50.0,50.0,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Javier Calleja,Male,05/12/1978,"Madrid, España",Ofensivo,4-3-3,Estadio de Mendizorroza,10406.0,"Vitoria-Gasteiz, España",Luis Milla,Roberto Tejero,Iván Ríos,Francisco García Riesgo,Daniel Ocón,Segunda División,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
8f5e9f09,2021-11-22 21:00,Rayo Vallecano,Mallorca,52.0,48.0,Andoni Iraola,Male,06/22/1982,"Getxo, España",Ofensivo,4-3-3,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Estadio del Rayo Vallecano,6708.0,"Madrid, España",Jorge Figueroa,Guadalupe Porras,Álvaro Carreño,Miguel González,Xavi Estrada,La Liga,Male,2021-2022,UEFA Pro Referee License,FIFA Elite Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
8f8024e2,2021-11-28 14:00,Leganés,Las Palmas,39.0,61.0,Mehdi Nafti,Male,11/28/1978,"Marseille, Francia",Táctico,4-2-3-1,Pepe Mel,Male,02/28/1963,"Madrid, España",Defensivo,4-4-2,Estadio Municipal de Butarque,7008.0,"Leganés, España",Rubén Ávalos,Brian Valencia,Josep Antoni Vigo Gatius,Alfonso Vicente Moral,Daniel Ocón,Segunda División,Male,2021-2022,AFC Master Referee Certification,FIFA Elite Referee Certification,,FIFA Elite Referee Certification,FIFA Elite Referee Certification
8f967d60,2023-12-10 14:00,Villarreal,Levante Planas,48.0,52.0,Sara Monforte,Female,05/21/1983,"Valencia, España",Táctico,4-3-3,Thomas Fontaine,Male,10/07/1984,"Sèvres, Francia",Defensivo,4-2-3-1,Mini Estadi,,"Barcelona, España",Manuel Pascali,,,Yohan Mollo,,Liga F,Female,2023-2024,,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
8fb6eaaa,2022-12-29 21:30,Atlético Madrid,Elche,62.0,38.0,Diego Simeone,Male,04/28/1970,"Buenos Aires, Argentina",Defensivo,4-4-2,Pablo Machín,Male,04/07/1975,"Soria, España",Táctico,3-5-2,Estadio Cívitas Metropolitano,48119.0,"Madrid, España",Guillermo Cuadra,Iker De Francisco,Fernando Tresaco Escabosa,Marta Huerta,David Medié,La Liga,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License
8fc28171,2023-11-19 18:30,Villarreal B,FC Andorra,39.0,61.0,Miguel Álvarez,Male,11/15/1964,"Castro Urdiales, España",Desarrollo Juvenil,4-3-3,Eder Sarabia,Male,11/23/1980,"Barcelona, España",Táctico,4-2-3-1,Estadio de la Cerámica,5022.0,"Villarreal, España",José Guzmán,Ángel Valverde,Ángel Munuera Montero,Sergio Usón,Dámaso Arcediano,Segunda División,Male,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,
8fd8c270,2022-10-29 14:00,Almería,Celta Vigo,61.0,39.0,Rubí,Male,08/05/1970,"Vilasar de Mar, España",Táctico,4-2-3-1,Eduardo Coudet,Male,09/12/1984,"Buenos Aires, Argentina",Ofensivo,4-2-3-1,Power Horse Stadium,11080.0,"Almería, España",Carlos del Cerro,Guadalupe Porras,Gonzalo García,Salvador Lax,Juan Martínez,La Liga,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation
900133ba,2022-05-15 19:30,Atlético Madrid,Sevilla,41.0,59.0,Diego Simeone,Male,04/28/1970,"Buenos Aires, Argentina",Defensivo,4-4-2,Lopetegui,Male,08/28/1966,"Asteasu, España",Táctico,4-3-3,Estadio Wanda Metropolitano,58138.0,"Madrid, España",José Sánchez,Raúl Cabañero,José Gallego,Albert Ávalos,Ignacio Iglesias,La Liga,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
900a3e83,2023-09-02 21:00,Elche,Racing Sant,60.0,40.0,Sebastián Becaccece,Male,01/01/1981,"Rosario, Argentina",Táctico,4-3-3,José Alberto López,Male,08/17/1983,"Oviedo, España",Pragmático,4-4-2,Estadio Manuel Martínez Valero,13051.0,"Elche, España",Álvaro Moreno,Rodrigo Blázquez Sánchez,Mario Martín-Consuegra,Pablo Morales,Aitor Gorostegui,Segunda División,Male,2023-2024,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation
90217b7b,2023-11-04 13:30,Real Betis,Athletic Club,40.0,60.0,María Pry,Female,07/02/1985,"San Sebastián, España",Desarrollo Juvenil,4-2-3-1,Miguel Britos,Male,10/17/1984,"Maldonado, Uruguay",Defensivo,4-4-2,Ciudad Deportiva Luis del Sol,,"Sevilla, España",Ainara Andrea Acevedo Dudley,Matilde Esteves-García Biajakue,Elena Martínez Moreno,Melissa López Osorio,,Liga F,Female,2023-2024,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
9060feb4,2023-02-11 16:00,Villarreal,Madrid CFF,48.0,52.0,Sara Monforte,Female,05/21/1983,"Valencia, España",Táctico,4-3-3,Victor Martín,Male,05/09/1981,"Salamanca, España",Táctico,4-4-2,Ciudad Deportiva Del Villarreal,,"Villarreal, España",Elia María Martínez Martínez,Damien McCrory,Lorena Hernández,Stuart O'Keefe,,Liga F,Female,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification
90985f88,2024-02-18 18:00,Madrid CFF,Levante Planas,61.0,39.0,Victor Martín,Male,05/09/1981,"Salamanca, España",Táctico,4-4-2,Thomas Fontaine,Male,10/07/1984,"Sèvres, Francia",Defensivo,4-2-3-1,Estadio Fernando Torres,,"Fuenlabrada, España",Elia María Martínez Martínez,,,Edgar Malakyan,,Liga F,Female,2023-2024,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,AFC Master Referee Certification
90a9cbdc,2022-11-02 19:00,Sporting Huelva,Sevilla,43.0,57.0,Antonio Toledo,Male,08/27/1984,"Valencia, España",Defensivo,4-2-3-1,Anton Zabolotny,Male,06/19/1991,"Luhansk, Ucrania",Defensivo,4-4-2,Campo Federativo de la Orden,,"Algeciras, España",Xiomara Díaz García,Sandro Silva,Belinda Castilla Mesa,Melissa López Osorio,,Liga F,Female,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
90d64d3b,2023-12-03 16:15,Almería,Betis,61.0,39.0,Gaizka Garitano,Male,07/09/1975,"Bergara, España",Defensivo,4-2-3-1,Manuel Pellegrini,Male,09/16/1953,"Santiago, Chile",Táctico,4-2-3-1,Power Horse Stadium,14253.0,"Almería, España",Alejandro Muñíz,Eliana Fernández,Fabián Blanco,Sergio Escriche,Valentín Pizarro,La Liga,Male,2023-2024,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,,FIFA Elite Referee Certification
9105ff05,2022-05-01 14:00,Amorebieta,Fuenlabrada,51.0,49.0,Haritz Mújika,Male,02/28/1983,"Zarautz, España",Táctico,4-2-3-1,Sandoval,Male,04/16/1968,"Humanes, España",Ofensivo,4-4-2,Instalaciones de Lezama Campo 2,1066.0,"Lezama, España",Iosu Galech,Álvaro Granel,Josep Antoni Vigo Gatius,Alexandre Alemán,Víctor Areces,Segunda División,Male,2021-2022,,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License
910de8b3,2022-04-10 18:30,Elche,Real Sociedad,50.0,50.0,Francisco,Male,10/06/1979,"Salamanca, España",Táctico,4-4-2,Imanol Alguacil,Male,04/22/1971,"Orio, España",Ofensivo,4-3-3,Estadio Manuel Martínez Valero,17011.0,"Elche, España",Guillermo Cuadra,Roberto Alonso,Juan López,Alfonso Vicente Moral,Xavi Estrada,La Liga,Male,2021-2022,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
9127fe53,2021-11-05 21:00,Huesca,Leganés,52.0,48.0,Xisco,Male,05/06/1976,"Petra, España",Ofensivo,4-3-3,Mehdi Nafti,Male,11/28/1978,"Marseille, Francia",Táctico,4-2-3-1,Estadio El Alcoraz,5504.0,"Huesca, España",José López,Abraham Pérez,Javier García Lorenzo,Jaime Ruiz,Jon González,Segunda División,Male,2021-2022,AFC Master Referee Certification,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification
9140448d,2022-05-11 21:30,Elche,Atlético Madrid,56.0,44.0,Francisco,Male,10/06/1979,"Salamanca, España",Táctico,4-4-2,Diego Simeone,Male,04/28/1970,"Buenos Aires, Argentina",Defensivo,4-4-2,Estadio Manuel Martínez Valero,21266.0,"Elche, España",Pablo González,Alfredo Rodríguez,Israel Bárcena,David López Jiménez,Ricardo de Burgos,La Liga,Male,2021-2022,AFC Master Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,FIFA Elite Referee Certification,AFC Master Referee Certification
91801458,2024-02-11 14:00,Real Betis,Real Madrid,30.0,70.0,María Pry,Female,07/02/1985,"San Sebastián, España",Desarrollo Juvenil,4-2-3-1,Alberto Toril,Male,03/27/1973,"La Algaba, España",Desarrollo Juvenil,4-3-3,Ciudad Deportiva Luis del Sol,,"Sevilla, España",Elena Peláez Arnillas,,,Cristina Yolanda Aguilera Manzano,,Liga F,Female,2023-2024,FIFA Elite Referee Certification,,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
918161a3,2023-10-21 16:15,Villarreal B,CD Mirandés,66.0,34.0,Miguel Álvarez,Male,11/15/1964,"Castro Urdiales, España",Desarrollo Juvenil,4-3-3,Alessio Lisci,Male,11/24/1974,"Livorno, Italia",Táctico,4-2-3-1,Estadio de la Cerámica,2045.0,"Villarreal, España",Jon González,Fernando Estela,Gonzalo López,Fernando Bueno Prieto,Luis Milla,Segunda División,Male,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
91ced323,2023-11-18 18:30,Amorebieta,Tenerife,36.0,64.0,Haritz Mújika,Male,02/28/1983,"Zarautz, España",Táctico,4-2-3-1,Asier Garitano,Male,02/20/1970,"Bergara, España",Táctico,4-2-3-1,Instalaciones de Lezama Campo 2,1193.0,"Lezama, España",Salvador Lax,Manuel López,Carlos Grande Rabadán,Carlos Fernández Buergo,Andrés Fuentes,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,
91dbe823,2022-02-13 16:15,Levante,Betis,42.0,58.0,Alessio Lisci,Male,11/24/1974,"Livorno, Italia",Táctico,4-2-3-1,Manuel Pellegrini,Male,09/16/1953,"Santiago, Chile",Táctico,4-2-3-1,Estadio Ciudad de Valencia,16103.0,"Valencia, España",Santiago Jaime,Jorge Bueno,Fernando Tresaco Escabosa,Carlos  Calderiña,Xavi Estrada,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification
91deddae,2023-09-16 21:00,Barcelona,Betis,65.0,35.0,Xavi,Male,01/25/1980,"Terrassa, España",Desarrollo Juvenil,4-3-3,Manuel Pellegrini,Male,09/16/1953,"Santiago, Chile",Táctico,4-2-3-1,Estadi Olímpic Lluís Companys,45055.0,"Barcelona, España",José Sánchez,Raúl Cabañero,Juan López,Sergio Usón,Santiago Jaime,La Liga,Male,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
91e21da1,2023-05-23 19:30,Celta Vigo,Girona,40.0,60.0,Carlos Carvalhal,Male,12/04/1965,"Braga, Portugal",Táctico,4-4-2,Michel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Estadio de Balaídos,14117.0,"Vigo, España",Antonio Matéu,Pau Cebrián,Rubén Porras,Francisco García Riesgo,Santiago Jaime,La Liga,Male,2022-2023,AFC Master Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
92457ba9,2024-01-21 14:00,Osasuna,Getafe,43.0,57.0,Jagoba Arrasate,Male,03/12/1978,"Berriatua, España",Ofensivo,4-3-3,Pepe Bordalás,Male,06/04/1964,"Alicante, España",Defensivo,4-4-2,Estadio El Sadar,18811.0,"Pamplona, España",José Sánchez,Raúl Cabañero,Juan López,Alberto Fuente Martín,José Luis Munuera,La Liga,Male,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
92779bad,2024-02-18 13:30,Barcelona,Atlético Madrid,62.0,38.0,Jonatan Giráldez,Male,02/05/1987,"San Sebastián, España",Ofensivo,4-3-3,Róbert Jež,Male,01/17/1975,"Banská Bystrica, Eslovaquia",Táctico,4-2-3-1,Estadi Johan Cruyff,,"Barcelona, España",André Dias,,,Yohan Mollo,,Liga F,Female,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
92a1197f,2024-02-01 21:00,Getafe,Real Madrid,42.0,58.0,Pepe Bordalás,Male,06/04/1964,"Alicante, España",Defensivo,4-4-2,Carlo Ancelotti,Male,06/10/1959,"Reggiolo, Italia",Táctico,4-4-2,Coliseum Alfonso Pérez,15264.0,"Getafe, España",Ricardo de Burgos,Iker De Francisco,Jon Núnez,Francisco García Riesgo,Santiago Jaime,La Liga,Male,2023-2024,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License
92a239f6,2024-02-03 21:00,Girona,Real Sociedad,49.0,51.0,Michel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Imanol Alguacil,Male,04/22/1971,"Orio, España",Ofensivo,4-3-3,Estadi Municipal de Montilivi,13755.0,"Girona, España",Jesús Gil,Ángel Nevado,Javier Martínez,Armando Ramo Andrés,Carlos del Cerro,La Liga,Male,2023-2024,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
92aae030,2023-04-23 16:15,Barcelona,Atlético Madrid,62.0,38.0,Xavi,Male,01/25/1980,"Terrassa, España",Desarrollo Juvenil,4-3-3,Diego Simeone,Male,04/28/1970,"Buenos Aires, Argentina",Defensivo,4-4-2,Camp Nou,80965.0,"Barcelona, España",José Sánchez,Raúl Cabañero,Juan López,José Martínez,Ignacio Iglesias,La Liga,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,
92b502b4,2022-09-24 18:30,Málaga,Villarreal B,62.0,38.0,Pepe Mel,Male,02/28/1963,"Madrid, España",Defensivo,4-4-2,Miguel Álvarez,Male,11/15/1964,"Castro Urdiales, España",Desarrollo Juvenil,4-3-3,Estadio La Rosaleda,18235.0,"Málaga, España",Víctor García Verdura,Unai García,Sergi López,Albert Catalá,Eduardo Prieto,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
92c356e9,2021-09-19 16:00,Ponferradina,Málaga,49.0,51.0,Bolo,Male,10/28/1970,"Oviedo, España",Pragmático,4-2-3-1,José Alberto López,Male,08/17/1983,"Oviedo, España",Pragmático,4-4-2,Estadio El Toralín,3993.0,"Ponferrada, España",Rafael Sánchez,Sergi López,Judit Romano,Carlos Fernández Buergo,Iñaki Bikandi,Segunda División,Male,2021-2022,UEFA Pro Referee License,AFC Master Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
931967f2,2021-11-04 19:00,Burgos,Zaragoza,50.0,50.0,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,Juan Ignacio Martínez,Male,02/17/1964,"Cieza, España",Táctico,4-4-2,Estadio Municipal de El Plantío,9584.0,"Burgos, España",Daniel Trujillo,Fabián Blanco,Sergi López,Gonzalo Romero,David Pérez,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation
931a9e92,2021-09-18 20:30,Girona,Valladolid,49.0,51.0,Michel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Pacheta,Male,08/01/1968,"Salamanca, España",Defensivo,4-4-2,Estadi Municipal de Montilivi,3534.0,"Girona, España",Jon González,David Pérez,Aitor Moleón,Alberto Gómez Lameiro,Santiago Varón,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation
9324bf4f,2023-04-08 18:30,Ibiza,Sporting Gijón,59.0,41.0,Lucas Alcaraz,Male,06/14/1966,"Ubeda, España",Pragmático,4-2-3-1,Miguel Ángel Ramírez,Male,07/10/1984,"Las Palmas de Gran Canaria, España",Ofensivo,4-3-3,Estadio Municipal de Can Misses,2943.0,"Ibiza, España",Daniel Trujillo,Fernando Estela,Ricardo Landrove,Víctor Pérez,Daniel Ocón,Segunda División,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification
9329ef20,2021-10-10 18:15,Fuenlabrada,Leganés,49.0,51.0,José Luis Oltra,Male,03/05/1969,"Valencia, España",Ofensivo,4-3-3,Asier Garitano,Male,02/20/1970,"Bergara, España",Táctico,4-2-3-1,Estadio Fernando Torres,3244.0,"Fuenlabrada, España",Gorka Sagues,Manuel López,Asier Pérez de Mendiola,Luis Collado,Daniel Ocón,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,AFC Master Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
93318598,2022-12-11 20:00,Las Palmas,Albacete,68.0,32.0,García Pimienta,Male,08/01/1974,"Barcelona, España",Desarrollo Juvenil,4-3-3,Rubén Albés,Male,08/07/1985,"Girona, España",Táctico,4-3-3,Estadio de Gran Canaria,17415.0,"Las Palmas de Gran Canaria, España",Mateo Busquets,Josep Bordoy,Víctor Jiménez,Manuel Camacho,Víctor Areces,Segunda División,Male,2022-2023,UEFA Pro Referee License,AFC Master Referee Certification,,UEFA Pro Referee License,FIFA Elite Referee Certification
93764343,2022-05-14 16:00,Burgos,Cartagena,40.0,60.0,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,Luis Carrión,Male,07/26/1978,"Barcelona, España",Pragmático,4-4-2,Estadio Municipal de El Plantío,7296.0,"Burgos, España",David Gálvez,Guillermo Santiago,David Bernal Martín,David López Jiménez,David Pérez,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
93958465,2022-10-21 21:00,Granada,Zaragoza,48.0,52.0,Karanka,Male,09/23/1973,"Vitoria, España",Defensivo,4-4-2,Juan Carlos Carcedo,Male,05/04/1972,"Mont-de-Marsan, Francia",Táctico,4-2-3-1,Estadio Nuevo Los Cármenes,15259.0,"Granada, España",Raúl González,Francisco Arencibia,Christian Valverde,Manuel Pérez,David Pérez,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification
93e45a4c,2022-10-23 20:00,Las Palmas,Cartagena,72.0,28.0,García Pimienta,Male,08/01/1974,"Barcelona, España",Desarrollo Juvenil,4-3-3,Luis Carrión,Male,07/26/1978,"Barcelona, España",Pragmático,4-4-2,Estadio de Gran Canaria,19876.0,"Las Palmas de Gran Canaria, España",Oliver De La Fuente,Daniel Pescador,Samuel García,Abraham Domínguez,Iñaki Bikandi,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
93e7ec48,2023-06-04 21:00,Celta Vigo,Barcelona,29.0,71.0,Carlos Carvalhal,Male,12/04/1965,"Braga, Portugal",Táctico,4-4-2,Xavi,Male,01/25/1980,"Terrassa, España",Desarrollo Juvenil,4-3-3,Estadio de Balaídos,23365.0,"Vigo, España",Juan Pulido,José Escuela,Eliana Fernández,Francisco García Riesgo,Mario Melero,La Liga,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License
93f25b56,2024-02-11 14:00,Getafe,Celta Vigo,48.0,52.0,Pepe Bordalás,Male,06/04/1964,"Alicante, España",Defensivo,4-4-2,Rafael Benítez,Male,04/16/1960,"Madrid, España",Defensivo,4-2-3-1,Coliseum Alfonso Pérez,11502.0,"Getafe, España",Alejandro Hernández,José Naranjo,Asier Pérez de Mendiola,Víctor Pérez,Mateo Busquets,La Liga,Male,2023-2024,UEFA Pro Referee License,FIFA Elite Referee Certification,,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation
940fd8e7,2024-02-10 21:00,Racing Sant,Espanyol,38.0,62.0,José Alberto López,Male,08/17/1983,"Oviedo, España",Pragmático,4-4-2,Ramis,Male,07/09/1970,"Maó, España",Defensivo,4-4-2,Campos de Sport de El Sardinero,13512.0,"Santander, España",Miguel Sesma,Miguel Ortuño,David Bernal Martín,Javier Figueiredo,Saúl Ais,Segunda División,Male,2023-2024,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
9469efd2,2021-12-11 16:00,Ibiza,Girona,50.0,50.0,Juan Carlos Carcedo,Male,05/04/1972,"Mont-de-Marsan, Francia",Táctico,4-2-3-1,Michel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Estadio Municipal de Can Misses,4087.0,"Ibiza, España",Oliver De La Fuente,Daniel Pescador,Samuel García,Carlos Pérez,Víctor Areces,Segunda División,Male,2021-2022,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
947d09da,2023-10-03 20:30,Tenerife,Racing Sant,53.0,47.0,Asier Garitano,Male,02/20/1970,"Bergara, España",Táctico,4-2-3-1,José Alberto López,Male,08/17/1983,"Oviedo, España",Pragmático,4-4-2,Estadio Heliodoro Rodríguez Lopéz,14717.0,"Santa Cruz de Tenerife, España",Rafael Sánchez,Jesús Mira,José Hernández,Alexandre Alemán,Gorka Sagues,Segunda División,Male,2023-2024,UEFA Pro Referee License,AFC Master Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License
94bbf34e,2023-11-26 16:00,Levante Planas,Madrid CFF,49.0,51.0,Thomas Fontaine,Male,10/07/1984,"Sèvres, Francia",Defensivo,4-2-3-1,Victor Martín,Male,05/09/1981,"Salamanca, España",Táctico,4-4-2,Ciudad Deportiva de Buñol - Campo 1,,"Buñol, España",Bruno Gallo,Madson,Marina Molina,Zoila González Vargas,,Liga F,Female,2023-2024,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
